,family,file_name,genus,img_array,species,uid
39869,Lethrinidae,G000045_L.avi.59531.1585.318.1728.414.png,Lethrinus,"[[[ 78.       159.       109.      ]
  [ 78.       159.       109.      ]
  [ 78.       159.       109.      ]
  ...
  [ 74.       160.       106.      ]
  [ 74.       160.       106.      ]
  [ 74.       160.       106.      ]]

 [[ 78.       159.       109.      ]
  [ 78.       159.       109.      ]
  [ 78.       159.       109.      ]
  ...
  [ 76.82     162.82     108.82    ]
  [ 76.82     162.82     108.82    ]
  [ 76.82     162.82     108.82    ]]

 [[ 78.9      160.8      108.1     ]
  [ 78.9      160.8      108.1     ]
  [ 80.520004 159.99     108.1     ]
  ...
  [ 80.6      163.       108.1     ]
  [ 80.6      163.       108.1     ]
  [ 80.6      163.       108.1     ]]

 ...

 [[116.       205.       143.      ]
  [115.06     204.06     142.06    ]
  [114.1      203.1      141.1     ]
  ...
  [122.1      206.1      144.29999 ]
  [122.112    206.112    146.112   ]
  [122.299995 206.29999  146.29999 ]]

 [[116.06     205.06     143.06    ]
  [115.0636   204.0636   142.0636  ]
  [114.1      203.1      141.1     ]
  ...
  [123.119995 207.12     145.31999 ]
  [123.23639  207.23639  147.23639 ]
  [125.06     209.06     149.06    ]]

 [[117.       206.       144.      ]
  [115.12     204.12     142.12    ]
  [114.1      203.1      141.1     ]
  ...
  [125.       209.       147.2     ]
  [125.06     209.06     149.06    ]
  [126.       210.       150.      ]]]",punctulatus,39870.0
13721,Lethrinidae,A000072_R.avi.33385.1436.481.1660.630.png,Lethrinus,"[[[ 17.919926   135.91992    162.91992   ]
  [  6.7308245  123.11015    150.11014   ]
  [  0.         107.49563    134.49562   ]
  ...
  [ 18.795338   113.795334   141.79533   ]
  [ 24.255226   119.255226   147.25522   ]
  [ 18.46507    113.46507    141.46507   ]]

 [[  1.800674   109.15052    136.15051   ]
  [  0.         104.48702    131.48703   ]
  [  0.         103.681496   130.6815    ]
  ...
  [ 19.246113   114.24611    142.24611   ]
  [ 18.455227   113.45522    141.45523   ]
  [  8.734882   103.73488    131.73488   ]]

 [[  0.          91.74975    118.74975   ]
  [  0.          98.65463    125.65463   ]
  [  0.         107.348755   134.34875   ]
  ...
  [  1.1237596   94.875015   122.875015  ]
  [  0.          90.54388    118.54388   ]
  [  0.          85.58961    113.58961   ]]

 ...

 [[  3.685096   120.83442    130.83443   ]
  [  0.8214931  111.88452    121.88452   ]
  [  0.          97.97806    107.97806   ]
  ...
  [  0.          94.10074    117.701355  ]
  [  0.          83.64116    107.96578   ]
  [  0.          82.43002    107.65503   ]]

 [[  6.339778   125.86978    135.86978   ]
  [  8.228648   127.758644   137.75865   ]
  [  0.88112307 117.21387    127.21387   ]
  ...
  [  0.47701183 104.67469    127.16468   ]
  [  0.          89.05433    112.25933   ]
  [  0.          81.969765   105.90977   ]]

 [[  2.265019   122.12496    132.12495   ]
  [  9.044919   130.04492    140.04492   ]
  [  5.590015   126.59001    136.59001   ]
  ...
  [  2.385173   113.5102     133.0602    ]
  [  0.          95.860016   116.125015  ]
  [  0.          84.91996    105.91996   ]]]",rubrioperculatus,13722.0
28901,Lutjanidae,E000355_R.MP4.17009.1023.406.1341.618.png,Lutjanus,"[[[ 16.052801   131.0528     161.0528    ]
  [ 14.440001   129.44       159.44      ]
  [ 14.768      128.768      161.768     ]
  ...
  [ 14.751971   130.75197    162.75197   ]
  [ 15.040024   131.04002    163.04002   ]
  [ 12.         128.         160.        ]]

 [[ 14.902399   129.9024     159.9024    ]
  [ 12.088      127.088      157.088     ]
  [ 12.400001   127.4        157.4       ]
  ...
  [ 11.903976   127.90398    159.90398   ]
  [ 11.9328     127.9328     159.9328    ]
  [ 11.859204   127.85921    159.8592    ]]

 [[ 14.28       129.28       159.28      ]
  [ 11.408001   126.408      156.408     ]
  [ 14.199998   129.2        159.2       ]
  ...
  [ 12.200019   128.20001    160.20001   ]
  [ 11.591995   127.591995   159.592     ]
  [ 14.015981   130.01598    162.01598   ]]

 ...

 [[  4.720069   119.63207    124.63207   ]
  [  9.704178   124.70418    128.70418   ]
  [  9.360078   124.36008    128.36008   ]
  ...
  [ 10.679949   128.67995    149.67995   ]
  [ 12.192007   130.192      151.192     ]
  [ 12.912102   130.91211    151.91211   ]]

 [[  6.4208283  121.42083    126.42083   ]
  [  5.6528     120.6528     125.6528    ]
  [  0.6639994  115.408005   119.408005  ]
  ...
  [ 15.600007   133.6        154.6       ]
  [ 15.497565   133.49756    154.49756   ]
  [ 17.299194   135.2992     156.2992    ]]

 [[  7.8799872  122.87999    129.87999   ]
  [  4.9391527  119.939156   124.939156  ]
  [  0.35199025 111.14397    116.14397   ]
  ...
  [ 16.056086   136.05609    156.05609   ]
  [ 13.043211   133.04321    153.04321   ]
  [ 12.985594   132.9856     152.9856    ]]]",vitta,28902.0
66017,Acanthuridae,G000286_L.avi.11217.125.211.305.331.png,Acanthurus,"[[[1.00000024e-01 1.78899994e+02 2.19000000e+02]
  [1.00000024e-01 1.78899994e+02 2.19000000e+02]
  [5.00000119e-02 1.78850006e+02 2.18949997e+02]
  ...
  [0.00000000e+00 1.66899994e+02 2.06950012e+02]
  [0.00000000e+00 1.66299988e+02 2.07299988e+02]
  [0.00000000e+00 1.66899994e+02 2.07000000e+02]]

 [[6.99999928e-01 1.77699997e+02 2.18699997e+02]
  [6.99999928e-01 1.77699997e+02 2.18699997e+02]
  [3.49999964e-01 1.77199997e+02 2.18199997e+02]
  ...
  [0.00000000e+00 1.65550018e+02 2.06050034e+02]
  [0.00000000e+00 1.65789993e+02 2.06789993e+02]
  [0.00000000e+00 1.66299988e+02 2.06399994e+02]]

 [[5.00000000e-01 1.76500000e+02 2.17500000e+02]
  [5.00000000e-01 1.76500000e+02 2.17500000e+02]
  [5.00000000e-01 1.76250000e+02 2.17250000e+02]
  ...
  [0.00000000e+00 1.63750015e+02 2.04500031e+02]
  [0.00000000e+00 1.63449982e+02 2.04949982e+02]
  [0.00000000e+00 1.63899994e+02 2.04500000e+02]]

 ...

 [[0.00000000e+00 1.34399994e+02 1.63399994e+02]
  [0.00000000e+00 1.33199997e+02 1.62199997e+02]
  [0.00000000e+00 1.32750015e+02 1.61750015e+02]
  ...
  [3.99996185e+00 1.67749939e+02 1.87749908e+02]
  [6.49987817e-01 1.63149979e+02 1.81149979e+02]
  [9.49986279e-01 1.63449982e+02 1.83249985e+02]]

 [[1.26000822e+00 1.36560013e+02 1.65560013e+02]
  [2.10001424e-01 1.34820023e+02 1.63820023e+02]
  [1.05000687e+00 1.36450012e+02 1.65450012e+02]
  ...
  [8.35003662e+00 1.72200027e+02 1.92199997e+02]
  [9.10005951e+00 1.71800064e+02 1.89800064e+02]
  [9.10005951e+00 1.71800064e+02 1.91600067e+02]]

 [[3.69000340e+00 1.39679993e+02 1.68679993e+02]
  [2.73000383e+00 1.38660004e+02 1.67660004e+02]
  [1.95000076e+00 1.39300003e+02 1.67850006e+02]
  ...
  [1.76500797e+01 1.81650070e+02 2.01650040e+02]
  [2.20000153e+01 1.85000015e+02 2.03000015e+02]
  [2.20000153e+01 1.85000015e+02 2.04800018e+02]]]",nigricauda,66018.0
72105,Lutjanidae,G000365_R.avi.9086.277.383.686.746.png,Lutjanus,"[[[2.47577524e+00 1.31530777e+02 1.51065781e+02]
  [7.75499916e+00 1.19755005e+02 1.27754997e+02]
  [0.00000000e+00 8.61411209e+01 1.00141121e+02]
  ...
  [0.00000000e+00 1.18424530e+02 1.37424530e+02]
  [0.00000000e+00 1.10817665e+02 1.28817673e+02]
  [0.00000000e+00 1.14931892e+02 1.32931900e+02]]

 [[3.76749039e-02 1.18677322e+02 1.32198013e+02]
  [0.00000000e+00 8.73390732e+01 1.00119072e+02]
  [0.00000000e+00 7.90232468e+01 9.59132462e+01]
  ...
  [0.00000000e+00 1.21843338e+02 1.44733337e+02]
  [0.00000000e+00 1.23165047e+02 1.44000046e+02]
  [0.00000000e+00 1.33741623e+02 1.54576630e+02]]

 [[0.00000000e+00 9.04306183e+01 1.01548996e+02]
  [0.00000000e+00 8.33933716e+01 1.00543373e+02]
  [2.81937551e+00 8.30943756e+01 1.01669373e+02]
  ...
  [3.12499619e+00 1.40425003e+02 1.64000000e+02]
  [1.29838252e+00 1.42511658e+02 1.60936661e+02]
  [3.15002441e-01 1.41748886e+02 1.60173874e+02]]

 ...

 [[2.68499994e+00 5.86850014e+01 7.86849976e+01]
  [4.00000000e+00 5.70000000e+01 7.80000000e+01]
  [5.00000000e+00 5.60000000e+01 7.80000000e+01]
  ...
  [2.57498169e+00 4.85749817e+01 7.05749817e+01]
  [2.05502319e+00 4.99449768e+01 7.10000000e+01]
  [5.00000000e+00 4.90000000e+01 7.10000000e+01]]

 [[4.03769112e+00 5.70376892e+01 7.80376892e+01]
  [5.05502319e+00 5.80550232e+01 7.90550232e+01]
  [6.05502319e+00 5.70550232e+01 7.90550232e+01]
  ...
  [3.03163743e+00 4.70316391e+01 6.90316391e+01]
  [4.00000000e+00 4.80000000e+01 7.00000000e+01]
  [6.00000000e+00 4.70000000e+01 7.00000000e+01]]

 [[4.90077400e+00 5.79007759e+01 7.89007721e+01]
  [5.31500244e+00 5.83150024e+01 7.93150024e+01]
  [4.23613071e+00 5.72361298e+01 7.82361298e+01]
  ...
  [5.65384007e+00 4.96538391e+01 7.16538391e+01]
  [3.68499756e+00 4.76849976e+01 6.96849976e+01]
  [5.00000000e+00 4.60000000e+01 6.90000000e+01]]]",erythropterus,72106.0
22528,Balistidae,B000389_L.MP4.21306.1448.360.1668.506.png,Melichthys,"[[[ 21.592901 255.       255.      ]
  [ 21.       255.       255.      ]
  [ 18.8845   255.       254.8845  ]
  ...
  [ 21.654505 255.       255.      ]
  [ 21.8413   255.       255.      ]
  [ 22.177101 255.       255.      ]]

 [[ 21.69     255.       255.      ]
  [ 21.69     255.       255.      ]
  [ 20.380001 255.       255.      ]
  ...
  [ 21.       255.       255.      ]
  [ 21.0961   255.       255.      ]
  [ 22.080004 255.       255.      ]]

 [[ 22.15     255.       255.      ]
  [ 22.15     255.       255.      ]
  [ 21.150002 255.       255.      ]
  ...
  [ 21.3      255.       255.      ]
  [ 21.15     255.       255.      ]
  [ 21.265501 255.       255.      ]]

 ...

 [[ 21.       245.       254.      ]
  [ 21.       245.       254.      ]
  [ 21.       245.       254.      ]
  ...
  [ 17.700012 213.       214.15    ]
  [ 17.2635   212.2635   213.56349 ]
  [ 17.965502 212.1955   217.11452 ]]

 [[ 21.238699 245.2387   254.2387  ]
  [ 21.       245.       254.      ]
  [ 21.690002 245.69     254.69    ]
  ...
  [ 18.       213.       214.      ]
  [ 17.690002 213.31     214.62    ]
  [ 17.690002 212.54     217.46132 ]]

 [[ 21.177097 245.1771   254.1771  ]
  [ 21.       245.       254.      ]
  [ 21.       245.       254.      ]
  ...
  [ 18.       213.       214.      ]
  [ 16.761301 213.7613   215.7613  ]
  [ 16.822903 213.0529   218.13292 ]]]",niger,22529.0
30797,Lutjanidae,E000526_L.MP4.29558.281.305.715.595.png,Lutjanus,"[[[14.05      88.05      81.05     ]
  [13.        87.        80.       ]
  [13.7125    87.7125    80.7125   ]
  ...
  [12.9       87.05      82.       ]
  [13.942499  88.0925    83.042496 ]
  [10.30011   87.150055  81.20007  ]]

 [[14.15      88.15      81.15     ]
  [14.        88.        81.       ]
  [14.75      88.75      81.75     ]
  ...
  [12.7875    86.7875    81.7875   ]
  [13.72248   87.72248   82.72248  ]
  [12.150055  89.        83.05002  ]]

 [[11.25      85.25      78.25     ]
  [14.        88.        81.       ]
  [14.        88.        81.       ]
  ...
  [11.4375    87.6875    81.9375   ]
  [11.762543  88.01254   82.26254  ]
  [12.712486  87.42497   82.18748  ]]

 ...

 [[15.7625    94.7625    82.7625   ]
  [14.15      93.15      81.15     ]
  [13.8125    92.8125    80.8125   ]
  ...
  [ 1.6875    63.1875    54.9375   ]
  [ 3.962494  64.962494  56.962494 ]
  [ 1.        64.        55.       ]]

 [[13.784949  92.78495   80.78495  ]
  [11.127496  90.127495  78.127495 ]
  [12.        91.        79.       ]
  ...
  [ 9.200073  72.45007   63.450073 ]
  [10.09003   73.09003   64.09003  ]
  [ 5.6851263 68.68513   59.685127 ]]

 [[14.847445  92.84744   80.84744  ]
  [13.949982  91.94998   79.94998  ]
  [11.5       90.25      79.75     ]
  ...
  [16.050018  82.43757   74.625046 ]
  [15.942478  80.192566  73.09253  ]
  [15.05252   79.202576  72.15256  ]]]",sebae,30798.0
24987,Lutjanidae,E000087_L.MP4.4186.1227.403.1515.595.png,Lutjanus,"[[[ 18.2392    126.5992    141.0592   ]
  [  9.959999  118.32      133.1904   ]
  [ 16.146     123.582     139.77     ]
  ...
  [ 13.861999  151.862     169.862    ]
  [ 14.174802  152.1748    170.1748   ]
  [ 13.920007  153.        170.46     ]]

 [[ 21.4608    143.4008    158.0208   ]
  [ 23.4356    145.0868    159.56241  ]
  [ 20.692     140.93001   155.626    ]
  ...
  [ 15.167999  153.168     171.168    ]
  [ 15.235603  153.2356    171.2356   ]
  [ 14.460007  153.1296    170.7948   ]]

 [[ 19.778002  150.678     165.278    ]
  [ 18.172     148.768     162.98799  ]
  [ 18.250002  147.48      161.92     ]
  ...
  [ 17.399994  155.4       173.4      ]
  [ 13.6980095 151.69801   169.69801  ]
  [ 15.299999  153.3       171.3      ]]

 ...

 [[ 15.08      157.08      165.08     ]
  [ 17.        159.        167.       ]
  [ 14.090001  156.09      164.09     ]
  ...
  [ 13.819996  151.81999   159.81999  ]
  [ 13.        151.        159.       ]
  [ 12.861997  150.862     158.862    ]]

 [[ 13.79041   157.65039   165.0304   ]
  [ 14.14002   158.        165.38     ]
  [ 11.564013  154.86601   162.432    ]
  ...
  [ 15.486004  153.48601   162.726    ]
  [ 13.471202  151.4712    160.7112   ]
  [ 13.2052    151.2052    160.44519  ]]

 [[ 16.000008  161.        168.       ]
  [ 12.966014  157.96602   164.96602  ]
  [ 10.771987  154.87198   162.17198  ]
  ...
  [ 17.077991  155.07799   165.07799  ]
  [ 15.125198  153.1252    163.1252   ]
  [ 13.788394  151.78839   161.78839  ]]]",sebae,24988.0
9526,Pomacentridae,A000050_L.avi.19672.925.550.1009.606.png,Pomacentrus,"[[[ 13.         94.        124.       ]
  [ 13.         94.        124.       ]
  [ 13.         94.        124.       ]
  ...
  [  6.7000046 138.5       151.5      ]
  [  5.0200005 135.7       148.7      ]
  [  4.        134.        147.       ]]

 [[ 13.         94.        124.       ]
  [ 13.         94.        124.       ]
  [ 13.         94.        124.       ]
  ...
  [  9.930008  141.73001   154.73001  ]
  [  7.2980013 137.978     150.978    ]
  [  5.7000003 135.7       148.7      ]]

 [[ 13.         94.        124.       ]
  [ 13.         94.        124.       ]
  [ 13.         94.        124.       ]
  ...
  [ 15.250011  147.05002   160.05002  ]
  [ 11.050001  141.73      154.73     ]
  [  8.5       138.5       151.5      ]]

 ...

 [[ 46.70005   192.70004   198.70004  ]
  [ 45.918053  191.91806   197.91806  ]
  [ 44.630054  190.63005   196.63005  ]
  ...
  [ 20.35001   168.35002   191.55     ]
  [ 18.95      166.95001   191.27     ]
  [ 18.099998  166.1       191.1      ]]

 [[ 28.220005  174.22      180.22     ]
  [ 26.866804  172.8668    178.8668   ]
  [ 24.638006  170.638     176.638    ]
  ...
  [ 18.39      166.39      189.59     ]
  [ 18.558     166.55801   190.878    ]
  [ 18.66      166.66      191.66     ]]

 [[ 17.        163.        169.       ]
  [ 15.3       161.3       167.3      ]
  [ 12.5       158.5       164.5      ]
  ...
  [ 17.199997  165.2       188.4      ]
  [ 18.32      166.32      190.64     ]
  [ 19.        167.        192.       ]]]",coelestis,9527.0
35645,Caesionidae,G000018_R.avi.7597.687.423.798.498.png,Pterocaesio,"[[[ 10.      143.      178.     ]
  [ 10.      143.      178.     ]
  [ 10.      143.      178.     ]
  ...
  [ 10.      143.      178.     ]
  [ 10.      143.      178.     ]
  [ 10.      143.      178.     ]]

 [[  9.375   142.375   177.375  ]
  [  9.375   142.375   177.375  ]
  [  9.375   142.375   177.375  ]
  ...
  [ 10.      143.      178.     ]
  [ 10.      143.      178.     ]
  [ 10.      143.      178.     ]]

 [[  9.      142.      177.     ]
  [  9.      142.      177.     ]
  [  9.      142.      177.     ]
  ...
  [ 10.      143.      178.     ]
  [ 10.      143.      178.     ]
  [ 10.      143.      178.     ]]

 ...

 [[  9.625   139.375   171.     ]
  [  9.625   139.375   170.21875]
  [  9.625   139.375   169.75   ]
  ...
  [  9.      138.75    169.125  ]
  [  9.      138.75    169.125  ]
  [  9.      138.75    169.125  ]]

 [[ 10.      139.      171.     ]
  [ 10.      139.      169.75   ]
  [ 10.      139.      169.     ]
  ...
  [  9.      138.      168.     ]
  [  9.      138.      168.     ]
  [  9.      138.      168.     ]]

 [[ 10.      139.      171.     ]
  [ 10.      139.      169.75   ]
  [ 10.      139.      169.     ]
  ...
  [  9.      138.      168.     ]
  [  9.      138.      168.     ]
  [  9.      138.      168.     ]]]",digramma,35646.0
58949,Acanthuridae,G000208_R.avi.25024.1062.162.1174.236.png,Acanthurus,"[[[ 17.        142.        114.       ]
  [ 13.34      138.34      110.34     ]
  [ 10.65      135.65      107.65     ]
  ...
  [ 13.        133.        109.       ]
  [ 13.389999  133.39      109.39     ]
  [ 14.        134.        110.       ]]

 [[ 17.61      142.61      114.61     ]
  [ 13.95      138.95      110.95     ]
  [ 11.0465    136.0465    108.0465   ]
  ...
  [ 13.        133.        109.       ]
  [ 13.1521    133.1521    109.1521   ]
  [ 13.39      133.39      109.39     ]]

 [[ 18.7       143.7       115.7      ]
  [ 15.2535    140.2535    112.253494 ]
  [ 12.1050005 137.10501   109.105    ]
  ...
  [ 12.877501  132.8775    108.8775   ]
  [ 13.        133.        109.       ]
  [ 13.        133.        109.       ]]

 ...

 [[ 14.349998  129.35      105.35     ]
  [ 14.563498  129.56349   106.7835   ]
  [ 14.927498  129.9275    107.9275   ]
  ...
  [ 20.577497  128.5775    108.5775   ]
  [ 20.309998  128.31      108.31     ]
  [ 19.699997  127.7       107.7      ]]

 [[ 14.        129.        105.       ]
  [ 14.2379    129.2379    106.4579   ]
  [ 14.603499  129.6035    107.6035   ]
  ...
  [ 18.830002  126.83      106.83     ]
  [ 18.592102  126.5921    106.5921   ]
  [ 18.220001  126.22      106.22     ]]

 [[ 14.        129.        105.       ]
  [ 14.61      129.61      106.83     ]
  [ 15.        130.        108.       ]
  ...
  [ 17.        125.        105.       ]
  [ 17.        125.        105.       ]
  [ 17.        125.        105.       ]]]",triostegus,58950.0
4074,Lethrinidae,A000020_R.avi.22082.1208.733.1688.1053.png,Lethrinus,"[[[  0.         99.88      126.88     ]
  [  0.         94.8       121.8      ]
  [  0.         95.7       125.2      ]
  ...
  [  0.         44.45       68.45     ]
  [  1.2600219  82.69008   114.69008  ]
  [  0.         81.00001   117.20002  ]]

 [[  0.         95.9       124.9      ]
  [  0.         90.7       119.7      ]
  [  0.         89.35      118.85     ]
  ...
  [  0.         55.850002   85.3      ]
  [  3.4900455  83.37006   113.37006  ]
  [  0.         81.43      112.53001  ]]

 [[  0.         95.9       124.9      ]
  [  0.         90.7       119.7      ]
  [  0.         88.25      117.75     ]
  ...
  [  0.         63.75       95.25     ]
  [  4.4000244  87.10004   121.10004  ]
  [  0.         81.45      110.65001  ]]

 ...

 [[  0.         50.8        65.8      ]
  [  0.         35.3        52.3      ]
  [  0.         31.5        49.5      ]
  ...
  [  0.         31.75       65.25     ]
  [  0.         33.649994   63.649994 ]
  [  0.         36.84999    62.84999  ]]

 [[  6.8399777  64.45998    79.45998  ]
  [  0.         21.809883   38.809883 ]
  [  0.         30.049957   48.049957 ]
  ...
  [  9.800171  129.45059   165.8006   ]
  [  0.         95.34053   127.64052  ]
  [  0.         85.220146  110.89015  ]]

 [[  0.         47.15004    62.15004  ]
  [  0.         38.19995    55.19995  ]
  [  0.         31.84999    49.84999  ]
  ...
  [ 33.550125  184.05013   219.05013  ]
  [ 53.239864  207.23987   235.23987  ]
  [  1.8901148 129.64023   152.84024  ]]]",rubrioperculatus,4075.0
37410,Acanthuridae,G000027_R.avi.68282.457.467.615.572.png,Ctenochaetus,"[[[ 44.       158.       131.      ]
  [ 43.85     157.85     130.85    ]
  [ 42.       156.       129.      ]
  ...
  [ 47.125008 117.12501   94.12501 ]
  [ 46.976875 116.976875  93.976875]
  [ 45.975628 115.975624  92.975624]]

 [[ 43.99625  157.99625  130.99625 ]
  [ 43.71125  157.71126  130.71126 ]
  [ 42.       156.       129.      ]
  ...
  [ 47.050007 117.05001   94.05001 ]
  [ 45.93063  115.93063   92.93063 ]
  [ 44.046253 114.04625   91.04625 ]]

 [[ 43.70625  157.70625  130.70625 ]
  [ 42.       156.       129.      ]
  [ 42.       156.       129.      ]
  ...
  [ 46.125008 116.12501   93.12501 ]
  [ 44.15001  114.15001   91.15001 ]
  [ 44.       114.        91.      ]]

 ...

 [[ 94.228096 164.2281   138.2281  ]
  [ 82.93122  152.93123  126.93122 ]
  [ 73.81247  143.81247  117.81247 ]
  ...
  [ 81.87499  152.875    119.87499 ]
  [ 80.25626  148.48128  116.40627 ]
  [ 78.29689  146.29689  114.29689 ]]

 [[ 92.04251  159.26752  134.19252 ]
  [ 84.38874  151.61377  126.53875 ]
  [ 77.03436  144.25937  119.18437 ]
  ...
  [ 81.190636 152.19063  119.190636]
  [ 79.22501  147.45004  115.37502 ]
  [ 77.12501  145.125    113.12501 ]]

 [[ 85.073135 152.07314  127.073135]
  [ 80.72125  147.72125  122.72125 ]
  [ 75.787506 142.7875   117.787506]
  ...
  [ 79.29689  150.29689  117.29689 ]
  [ 78.10188  146.32689  114.25189 ]
  [ 74.17376  142.17377  110.17376 ]]]",striatus,37411.0
39588,Lethrinidae,G000043_R.avi.102933.936.692.1087.793.png,Lethrinus,"[[[ 88.005    163.005    108.005   ]
  [ 88.005    163.005    108.005   ]
  [ 88.005    163.005    108.005   ]
  ...
  [ 91.       182.       124.      ]
  [ 91.       182.       124.      ]
  [ 91.       182.       124.      ]]

 [[ 89.       164.       109.      ]
  [ 89.       164.       109.      ]
  [ 89.       164.       109.      ]
  ...
  [ 91.       182.       124.      ]
  [ 91.       182.       124.      ]
  [ 91.       182.       124.      ]]

 [[ 89.025    164.025    109.025   ]
  [ 89.025    164.025    109.025   ]
  [ 89.025    164.025    109.025   ]
  ...
  [ 91.       182.       124.      ]
  [ 91.       182.       124.      ]
  [ 91.       182.       124.      ]]

 ...

 [[107.025    172.95     114.05    ]
  [107.025    172.95     114.05    ]
  [107.025    172.95     114.05    ]
  ...
  [111.899994 184.9      121.899994]
  [110.91537  183.91537  120.91537 ]
  [107.939865 180.93985  117.939865]]

 [[107.       173.       114.      ]
  [107.       173.       114.      ]
  [107.       173.       114.      ]
  ...
  [113.92037  186.92038  123.92037 ]
  [112.985    185.985    122.985   ]
  [111.94515  184.94516  121.94515 ]]

 [[104.01499  170.01498  111.01499 ]
  [104.01499  170.01498  111.01499 ]
  [104.01499  170.01498  111.01499 ]
  ...
  [111.03962  184.03961  121.03962 ]
  [108.06983  181.06984  118.06983 ]
  [106.039955 179.03995  116.039955]]]",punctulatus,39589.0
6807,Balistidae,A000035_L.avi.126002.800.110.915.187.png,Odonus,"[[[ 25.       185.       238.      ]
  [ 25.       185.       238.      ]
  [ 25.       185.       238.      ]
  ...
  [ 25.       185.       238.      ]
  [ 25.       185.       238.      ]
  [ 25.       185.       238.      ]]

 [[ 25.       185.       238.      ]
  [ 25.       185.       238.      ]
  [ 25.       185.       238.      ]
  ...
  [ 25.       185.       238.      ]
  [ 25.       185.       238.      ]
  [ 25.       185.       238.      ]]

 [[ 26.275    183.725    236.725   ]
  [ 25.996624 183.44662  236.44662 ]
  [ 25.85     183.3      236.3     ]
  ...
  [ 25.       185.       238.      ]
  [ 25.       185.       238.      ]
  [ 25.       185.       238.      ]]

 ...

 [[ 27.       172.       228.      ]
  [ 27.       172.       228.      ]
  [ 27.180626 172.18063  228.18063 ]
  ...
  [ 27.       175.       232.      ]
  [ 27.       175.       232.      ]
  [ 27.       175.       232.      ]]

 [[ 27.       172.       228.      ]
  [ 27.       172.       228.      ]
  [ 27.       172.       228.      ]
  ...
  [ 27.       175.       232.      ]
  [ 27.       175.       232.      ]
  [ 27.       175.       232.      ]]

 [[ 27.       172.       228.      ]
  [ 27.       172.       228.      ]
  [ 27.       172.       228.      ]
  ...
  [ 27.       175.       232.      ]
  [ 27.       175.       232.      ]
  [ 27.       175.       232.      ]]]",niger,6808.0
66723,Lethrinidae,G000290_L.avi.69479.777.431.1109.652.png,Lethrinus,"[[[7.00000000e+00 1.06000000e+02 1.59000000e+02]
  [6.60500002e+00 1.06394997e+02 1.59000000e+02]
  [6.60500002e+00 1.06394997e+02 1.58980255e+02]
  ...
  [8.41475105e+00 1.11414749e+02 1.63414749e+02]
  [8.00000000e+00 1.11000000e+02 1.63000000e+02]
  [8.00000000e+00 1.11000000e+02 1.63000000e+02]]

 [[7.00000000e+00 1.06000000e+02 1.59000000e+02]
  [7.00000000e+00 1.06000000e+02 1.59000000e+02]
  [7.00000000e+00 1.06000000e+02 1.59000000e+02]
  ...
  [9.97500610e+00 1.12975006e+02 1.64975006e+02]
  [8.00000000e+00 1.11000000e+02 1.63000000e+02]
  [8.00000000e+00 1.11000000e+02 1.63000000e+02]]

 [[7.00000000e+00 1.06000000e+02 1.59000000e+02]
  [7.00000000e+00 1.06000000e+02 1.59000000e+02]
  [7.00000000e+00 1.06000000e+02 1.59000000e+02]
  ...
  [8.00000000e+00 1.11000000e+02 1.63000000e+02]
  [8.00000000e+00 1.11000000e+02 1.63000000e+02]
  [8.00000000e+00 1.11000000e+02 1.63000000e+02]]

 ...

 [[9.95463562e+00 1.52954636e+02 1.75954636e+02]
  [6.04428434e+00 1.49044281e+02 1.72044281e+02]
  [6.90064907e+00 1.49900650e+02 1.72900650e+02]
  ...
  [2.76806831e-01 1.09722321e+02 1.36697327e+02]
  [1.01850510e-01 9.69097672e+01 1.29234406e+02]
  [1.97454095e-02 9.32243042e+01 1.27969574e+02]]

 [[7.33114576e+00 1.50331146e+02 1.73331146e+02]
  [7.70576572e+00 1.50705765e+02 1.73705765e+02]
  [1.12803841e+01 1.54280380e+02 1.77280380e+02]
  ...
  [0.00000000e+00 8.56732941e+01 1.15673294e+02]
  [6.38387203e+00 1.06348900e+02 1.41088882e+02]
  [0.00000000e+00 6.33876457e+01 1.01782654e+02]]

 [[8.70704460e+00 1.51707047e+02 1.74707047e+02]
  [1.02349834e+01 1.53234985e+02 1.76234985e+02]
  [5.24486685e+00 1.48244858e+02 1.71244858e+02]
  ...
  [1.95001221e+00 1.03909897e+02 1.35909897e+02]
  [4.88534784e+00 9.57338409e+01 1.33288834e+02]
  [0.00000000e+00 6.23231621e+01 1.02718170e+02]]]",rubrioperculatus,66724.0
